ID,Market_and_Exchange_Names,Report_Date_as_YYYY_MM_DD,YYYY Report Week WW,Contract_Market_Name,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Commodity Name,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,Open_Interest_Old,Open_Interest_Other,Change_in_Open_Interest_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Prod_Merc_Long_Other,Contract_Units,CFTC_SubGroup_Code,COMMODITY_NAME,COMMODITY_SUBGROUP_NAME,COMMODITY_GROUP_NAME
210817080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08/17/2021 12:00:00 AM,2021 Report Week 33,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,033,177","273,103","577,041","138,504","191,972","47,847","13,916","937,251","992,390","1,033,177",0,"34,669","33,800","34,975",100,26.4,55.9,90.7,96.1,100,26.4,55.9,100,0,0,67,66,234,172,67,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210810080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08-10-21 0:00,2021 Report Week 32,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"998,508","246,314","553,664","139,728","183,763","49,231","15,699","903,451","957,415","998,508",0,"11,398","5,141","9,789",100,24.7,55.4,90.5,95.9,100,24.7,55.4,100,0,0,66,63,228,161,66,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210803080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08-03-21 0:00,2021 Report Week 31,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"987,110","248,082","541,212","142,842","182,315","48,775","12,656","898,310","947,626","987,110",0,"33,037","41,534","35,120",100,25.1,54.8,91,96,100,25.1,54.8,100,0,0,66,60,224,157,66,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210727080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07/27/2021 12:00:00 AM,2021 Report Week 30,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"954,073","232,961","527,182","140,778","173,274","51,881","12,493","856,776","912,506","954,073",0,"33,408","21,188","29,842",100,24.4,55.3,89.8,95.6,100,24.4,55.3,100,0,0,67,61,215,157,67,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210720080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07/20/2021 12:00:00 AM,2021 Report Week 29,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"920,665","236,095","494,885","140,628","171,383","53,593","11,470","835,588","882,664","920,665",0,"-7,505","-11,713","-7,726",100,25.6,53.8,90.8,95.9,100,25.6,53.8,100,0,0,65,60,212,149,65,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210713080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07/13/2021 12:00:00 AM,2021 Report Week 28,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"928,170","237,571","506,693","141,973","162,921","57,063","12,174","847,301","890,390","928,170",0,"-3,644","3,537","-8,994",100,25.6,54.6,91.3,95.9,100,25.6,54.6,100,0,0,66,59,219,155,66,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210706080732F,SUGAR NO. 11 - ICE FUTURES U.S.,07-06-21 0:00,2021 Report Week 27,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"931,814","222,066","519,262","141,403","163,832","49,867","13,985","843,764","899,384","931,814",0,"39,646","35,023","47,929",100,23.8,55.7,90.6,96.5,100,23.8,55.7,100,0,0,66,60,221,158,66,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210629080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06/29/2021 12:00:00 AM,2021 Report Week 26,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"892,168","221,404","488,935","140,002","155,913","52,247","11,605","808,741","851,455","892,168",0,"-33,153","-32,960","-27,290",100,24.8,54.8,90.6,95.4,100,24.8,54.8,100,0,0,66,60,211,153,66,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210622080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06/22/2021 12:00:00 AM,2021 Report Week 25,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"925,321","245,271","508,953","139,167","154,520","53,938","10,703","841,701","878,745","925,321",0,"-77,465","-67,364","-79,403",100,26.5,55,91,95,100,26.5,55,100,0,0,67,59,216,149,67,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210615080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06/15/2021 12:00:00 AM,2021 Report Week 24,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,002,786","269,179","557,493","142,667","173,097","56,935","12,300","909,065","958,148","1,002,786",0,"-15,101","-8,487","-19,844",100,26.8,55.6,90.7,95.5,100,26.8,55.6,100,0,0,66,60,224,153,66,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210608080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06-08-21 0:00,2021 Report Week 23,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,017,887","275,287","547,340","142,671","201,167","56,121","19,335","917,552","977,992","1,017,887",0,"-6,889","-8,560","-7,177",100,27,53.8,90.1,96.1,100,27,53.8,100,0,0,65,62,226,161,65,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210601080732F,SUGAR NO. 11 - ICE FUTURES U.S.,06-01-21 0:00,2021 Report Week 22,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,024,776","274,391","560,009","148,853","191,518","52,173","20,842","926,112","985,169","1,024,776",0,"3,476","-2,505","2,468",100,26.8,54.6,90.4,96.1,100,26.8,54.6,100,0,0,67,63,224,154,67,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210525080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05/25/2021 12:00:00 AM,2021 Report Week 21,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,021,300","280,504","550,505","153,737","190,811","47,932","20,576","928,617","982,701","1,021,300",0,"-12,844","-10,333","-13,933",100,27.5,53.9,90.9,96.2,100,27.5,53.9,100,0,0,68,62,222,155,68,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210518080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05/18/2021 12:00:00 AM,2021 Report Week 20,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,034,144","279,369","571,266","158,628","192,249","51,033","20,199","938,950","996,634","1,034,144",0,"3,569","12,141","3,971",100,27,55.2,90.8,96.4,100,27,55.2,100,0,0,67,62,229,155,67,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210511080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05-11-21 0:00,2021 Report Week 19,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,030,575","264,353","583,382","159,929","187,957","50,162","24,784","926,809","992,663","1,030,575",0,"37,799","29,846","33,416",100,25.7,56.6,89.9,96.3,100,25.7,56.6,100,0,0,67,65,227,149,67,65,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210504080732F,SUGAR NO. 11 - ICE FUTURES U.S.,05-04-21 0:00,2021 Report Week 18,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"992,776","261,330","570,264","159,821","176,217","39,808","23,408","896,963","959,247","992,776",0,"-29,024","-29,038","-26,929",100,26.3,57.4,90.3,96.6,100,26.3,57.4,100,0,0,68,65,218,149,68,65,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210427080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04/27/2021 12:00:00 AM,2021 Report Week 17,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,021,800","290,353","605,351","158,133","171,078","38,161","22,922","926,001","986,176","1,021,800",0,"7,039","10,924","11,118",100,28.4,59.2,90.6,96.5,100,28.4,59.2,100,0,0,69,65,225,146,69,65,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210420080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04/20/2021 12:00:00 AM,2021 Report Week 16,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,014,761","307,292","589,979","161,573","168,036","30,696","21,207","915,077","975,058","1,014,761",0,"-38,078","-38,129","-29,124",100,30.3,58.1,90.2,96.1,100,30.3,58.1,100,0,0,70,66,219,151,70,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210413080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04/13/2021 12:00:00 AM,2021 Report Week 15,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,052,839","374,478","598,707","163,964","182,328","33,579","19,078","953,206","1,004,182","1,052,839",0,"8,807","6,825","12,477",100,35.6,56.9,90.5,95.4,100,35.6,56.9,100,0,0,70,60,211,153,70,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210406080732F,SUGAR NO. 11 - ICE FUTURES U.S.,04-06-21 0:00,2021 Report Week 14,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,044,032","348,400","566,042","164,392","175,079","38,073","15,941","946,381","991,705","1,044,032",0,"-5,422","-9,156","-10,307",100,33.4,54.2,90.6,95,100,33.4,54.2,100,0,0,65,55,212,155,65,55,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210330080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03/30/2021 12:00:00 AM,2021 Report Week 13,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,049,454","332,515","565,571","167,344","170,932","43,482","16,542","955,537","1,002,012","1,049,454",0,475,"3,954","-3,326",100,31.7,53.9,91.1,95.5,100,31.7,53.9,100,0,0,65,57,222,159,65,57,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210323080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03/23/2021 12:00:00 AM,2021 Report Week 12,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,048,979","319,267","580,469","170,365","161,605","42,294","18,791","951,583","1,005,338","1,048,979",0,"1,126","10,094","-2,017",100,30.4,55.3,90.7,95.8,100,30.4,55.3,100,0,0,62,58,224,164,62,58,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210316080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03/16/2021 12:00:00 AM,2021 Report Week 11,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,047,853","307,986","589,858","168,601","166,362","44,962","20,616","941,489","1,007,355","1,047,853",0,"16,063","18,891","18,078",100,29.4,56.3,89.8,96.1,100,29.4,56.3,100,0,0,59,58,215,157,59,58,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210309080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03-09-21 0:00,2021 Report Week 10,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,031,790","303,495","586,403","168,993","165,697","41,602","20,391","922,598","989,277","1,031,790",0,"22,404","22,212","17,705",100,29.4,56.8,89.4,95.9,100,29.4,56.8,100,0,0,60,61,215,158,60,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210302080732F,SUGAR NO. 11 - ICE FUTURES U.S.,03-02-21 0:00,2021 Report Week 09,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,009,386","284,947","592,301","175,454","162,306","37,516","20,613","900,386","971,572","1,009,386",0,"-56,039","-51,257","-54,613",100,28.2,58.7,89.2,96.3,100,28.2,58.7,100,0,0,61,63,212,153,61,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210223080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02/23/2021 12:00:00 AM,2021 Report Week 08,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,065,425","318,542","646,336","174,437","159,121","40,267","18,885","951,643","1,026,185","1,065,425",0,"-59,249","-60,994","-53,729",100,29.9,60.7,89.3,96.3,100,29.9,60.7,100,0,0,63,67,216,155,63,67,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210216080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02/16/2021 12:00:00 AM,2021 Report Week 07,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,124,674","371,491","677,093","183,207","171,822","49,249","17,138","1,012,637","1,079,914","1,124,674",0,"-5,775","-2,690","-4,536",100,33,60.2,90,96,100,33,60.2,100,0,0,66,66,220,163,66,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210209080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02-09-21 0:00,2021 Report Week 06,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,130,449","378,786","672,815","179,946","166,395","42,155","22,069","1,015,327","1,084,450","1,130,449",0,"23,360","21,844","24,554",100,33.5,59.5,89.8,95.9,100,33.5,59.5,100,0,0,68,64,222,164,68,64,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210202080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02-02-21 0:00,2021 Report Week 05,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,107,089","355,339","654,661","177,967","167,517","51,571","23,646","993,483","1,059,896","1,107,089",0,"2,463","-1,940",419,100,32.1,59.1,89.7,95.7,100,32.1,59.1,100,0,0,68,62,224,162,68,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210126080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/26/2021 12:00:00 AM,2021 Report Week 04,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,104,626","346,381","657,837","176,699","167,157","57,610","23,746","995,423","1,059,477","1,104,626",0,"2,961","1,362","2,149",100,31.4,59.6,90.1,95.9,100,31.4,59.6,100,0,0,69,63,229,162,69,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210119080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/19/2021 12:00:00 AM,2021 Report Week 03,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,101,665","332,593","665,252","177,415","165,737","65,008","25,381","994,061","1,057,328","1,101,665",0,"6,213","5,247",376,100,30.2,60.4,90.2,96,100,30.2,60.4,100,0,0,71,66,235,165,71,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210112080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01-12-21 0:00,2021 Report Week 02,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,095,452","320,170","657,865","180,568","164,276","58,962","25,255","988,814","1,056,952","1,095,452",0,"6,449","5,324","9,958",100,29.2,60.1,90.3,96.5,100,29.2,60.1,100,0,0,71,65,238,165,71,65,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
210105080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01-05-21 0:00,2021 Report Week 01,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,089,003","300,912","657,555","182,772","163,283","70,248","25,416","983,490","1,046,994","1,089,003",0,"36,735","33,310","41,112",100,27.6,60.4,90.3,96.1,100,27.6,60.4,100,0,0,68,65,241,168,68,65,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201229080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/29/2020 12:00:00 AM,2020 Report Week 52,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,052,268","290,375","610,983","180,417","159,395","63,401","20,871","950,180","1,005,882","1,052,268",0,"5,061","1,140","3,995",100,27.6,58.1,90.3,95.6,100,27.6,58.1,100,0,0,64,62,224,161,64,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201221080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/21/2020 12:00:00 AM,2020 Report Week 51,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,047,207","295,075","602,706","179,528","159,741","63,278","19,884","949,040","1,001,887","1,047,207",0,"-6,171","-8,072","-2,316",100,28.2,57.6,90.6,95.7,100,28.2,57.6,100,0,0,65,61,223,163,65,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201215080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/15/2020 12:00:00 AM,2020 Report Week 50,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,053,378","298,329","608,494","179,622","161,016","64,425","19,397","957,112","1,004,203","1,053,378",0,"-14,160","-11,742","-12,783",100,28.3,57.8,90.9,95.3,100,28.3,57.8,100,0,0,64,60,223,163,64,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201208080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12-08-20 0:00,2020 Report Week 49,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,067,538","300,328","629,277","181,336","158,319","65,628","21,657","968,854","1,016,986","1,067,538",0,"-13,782","-12,585","-8,447",100,28.1,58.9,90.8,95.3,100,28.1,58.9,100,0,0,65,63,222,161,65,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201201080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12-01-20 0:00,2020 Report Week 48,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,081,320","297,662","633,495","182,267","159,007","64,686","24,068","981,439","1,025,433","1,081,320",0,"-4,396","-2,048","-15,751",100,27.5,58.6,90.8,94.8,100,27.5,58.6,100,0,0,63,60,221,161,63,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201124080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11/24/2020 12:00:00 AM,2020 Report Week 47,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,085,716","291,470","658,345","177,528","158,300","67,699","24,179","983,487","1,041,184","1,085,716",0,"6,201","5,195","7,347",100,26.8,60.6,90.6,95.9,100,26.8,60.6,100,0,0,64,59,221,155,64,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201117080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11/17/2020 12:00:00 AM,2020 Report Week 46,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,079,515","282,483","652,307","179,169","162,533","70,390","23,836","978,292","1,033,837","1,079,515",0,"23,130","18,631","21,181",100,26.2,60.4,90.6,95.8,100,26.2,60.4,100,0,0,64,61,227,157,64,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201110080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11-10-20 0:00,2020 Report Week 45,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,056,385","279,784","642,867","179,862","151,699","65,284","28,087","959,661","1,012,656","1,056,385",0,"21,383","21,894","21,161",100,26.5,60.9,90.8,95.9,100,26.5,60.9,100,0,0,65,61,226,159,65,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201103080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11-03-20 0:00,2020 Report Week 44,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,035,002","275,512","640,042","180,727","151,307","60,723","25,591","937,767","991,495","1,035,002",0,"-1,577","-2,073",598,100,26.6,61.8,90.6,95.8,100,26.6,61.8,100,0,0,65,62,229,156,65,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201027080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/27/2020 12:00:00 AM,2020 Report Week 43,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,036,579","257,772","638,290","172,480","151,482","68,974","22,408","939,840","990,897","1,036,579",0,"27,914","24,136","24,019",100,24.9,61.6,90.7,95.6,100,24.9,61.6,100,0,0,65,63,232,157,65,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201020080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/20/2020 12:00:00 AM,2020 Report Week 42,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,008,665","256,072","619,331","169,159","153,062","65,693","23,184","915,704","966,878","1,008,665",0,"29,727","26,092","27,751",100,25.4,61.4,90.8,95.9,100,25.4,61.4,100,0,0,67,64,232,159,67,64,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201013080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/13/2020 12:00:00 AM,2020 Report Week 41,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"978,938","251,600","601,044","166,328","146,933","65,216","25,737","889,612","939,127","978,938",0,"32,499","33,894","36,960",100,25.7,61.4,90.9,95.9,100,25.7,61.4,100,0,0,70,62,228,158,70,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
201006080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10-06-20 0:00,2020 Report Week 40,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"946,439","244,740","575,497","162,801","140,466","67,885","17,474","855,718","902,167","946,439",0,"-25,400","-34,899","-30,304",100,25.9,60.8,90.4,95.3,100,25.9,60.8,100,0,0,66,59,220,150,66,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200929080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09/29/2020 12:00:00 AM,2020 Report Week 39,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"971,839","306,162","625,804","164,538","135,095","61,440","15,470","890,617","932,471","971,839",0,"-9,959","-12,592","-4,958",100,31.5,64.4,91.6,95.9,100,31.5,64.4,100,0,0,63,59,220,153,63,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200922080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09/22/2020 12:00:00 AM,2020 Report Week 38,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"981,798","326,374","635,317","173,777","133,713","63,722","11,838","903,209","937,429","981,798",0,"-10,265","-1,441","1,738",100,33.2,64.7,92,95.5,100,33.2,64.7,100,0,0,69,61,228,161,69,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200915080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09/15/2020 12:00:00 AM,2020 Report Week 37,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"992,063","349,095","616,896","173,969","148,610","68,782","8,081","904,650","935,691","992,063",0,"-55,688","-55,450","-61,271",100,35.2,62.2,91.2,94.3,100,35.2,62.2,100,0,0,67,63,219,171,67,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200908080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09-08-20 0:00,2020 Report Week 36,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,047,751","343,582","631,854","170,061","155,940","82,221","12,265","960,100","996,962","1,047,751",0,"-27,654","-18,794","-31,861",100,32.8,60.3,91.6,95.2,100,32.8,60.3,100,0,0,70,62,225,172,70,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200901080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09-01-20 0:00,2020 Report Week 35,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,075,405","336,198","640,329","163,465","166,589","77,230","12,317","978,894","1,028,823","1,075,405",0,"12,747","10,179","7,430",100,31.3,59.5,91,95.7,100,31.3,59.5,100,0,0,64,59,228,170,64,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
200825080732F,SUGAR NO. 11 - ICE FUTURES U.S.,08/25/2020 12:00:00 AM,2020 Report Week 34,SUGAR NO. 11,80732,ICUS,NYC,80,SUGAR,"1,062,658","332,118","636,455","165,319","167,749","77,306","13,963","968,715","1,021,393","1,062,658",0,"44,222","43,146","45,135",100,31.3,59.9,91.2,96.1,100,31.3,59.9,100,0,0,65,61,226,169,65,61,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
