"","Point.Forecast","Lo.95","Hi.95"
"Jan 2026",2.14379311831764,1.96201206646287,2.32557417017241
"Feb 2026",2.14380490908928,1.88672791035972,2.40088190781883
"Mar 2026",2.14381692996864,1.8289634791984,2.45867038073889
"Apr 2026",2.14382918096478,1.78026806444065,2.5073902974889
"May 2026",2.14384166209038,1.73736835262356,2.5503149715572
"Jun 2026",2.14385437335839,1.69858558810842,2.58912315860836
"Jul 2026",2.14386731478199,1.6629225123877,2.62481211717628
"Aug 2026",2.14388048637458,1.6297293559873,2.65803161676186
"Sep 2026",2.14389388814984,1.59855478724491,2.68923298905476
"Oct 2026",2.14390752012163,1.56907019416331,2.71874484607996
"Nov 2026",2.14392138230411,1.54102750112201,2.7468152634862
"Dec 2026",2.14393547471448,1.51423397796875,2.7736369714602
"Jan 2027",1.8851946757849,1.22978125470452,2.54060809686529
"Feb 2027",1.88519484826267,1.205723719082,2.56466597744334
"Mar 2027",1.88519510090207,1.18248942550381,2.58790077630033
"Apr 2027",1.88519543370337,1.15999925011161,2.61039161729513
"May 2027",1.8851958466669,1.13818598703325,2.63220570630055
"Jun 2027",1.88519633979309,1.116991977048,2.65340070253819
"Jul 2027",1.88519691308243,1.09636731046135,2.67402651570351
"Aug 2027",1.88519756653549,1.07626844287619,2.6941266901948
"Sep 2027",1.88519830015294,1.05665711351089,2.71373948679499
"Oct 2027",1.88519911393551,1.03749948896925,2.73289873890178
"Nov 2027",1.88520000788403,1.01876547755628,2.75163453821178
"Dec 2027",1.88520098199454,1.00042817436865,2.76997378962043
"Jan 2028",2.06017408871555,1.15743546037396,2.96291271705715
"Feb 2028",2.0601752366609,1.13982143245004,2.98052904087176
"Mar 2028",2.06017647826373,1.12253838058806,2.9978145759394
"Apr 2028",2.06017781352821,1.10556833181035,3.01478729524606
"May 2028",2.06017924245568,1.08889488364702,3.03146360126435
"Jun 2028",2.06018076504759,1.07250301847307,3.04785851162212
"Jul 2028",2.06018238130547,1.05637894514633,3.06398581746461
"Aug 2028",2.06018409123095,1.04050996319366,3.07985821926824
"Sep 2028",2.06018589482575,1.02488434574298,3.09548744390851
"Oct 2028",2.06018779209168,1.00949123813276,3.11088434605061
"Nov 2028",2.06018978303067,0.994320569704785,3.12605899635655
"Dec 2028",2.06019186764084,0.979362976742256,3.14102075853943
"Jan 2029",2.0455731204327,0.949988809400862,3.14115743146454
"Feb 2029",2.04557539125581,0.935431773036207,3.1557190094754
"Mar 2029",2.04557775461495,0.921063324957545,3.17009218427236
"Apr 2029",2.0455802105116,0.906876328677228,3.18428409234598
"May 2029",2.04558275894823,0.892864086987219,3.19830143090925
"Jun 2029",2.04558539992741,0.879020305009971,3.21215049484484
"Jul 2029",2.04558813345179,0.86533905715302,3.22583720975056
"Aug 2029",2.04559095952413,0.851814757472787,3.23936716157547
"Sep 2029",2.04559387814727,0.838442133028692,3.25274562326585
"Oct 2029",2.04559688932417,0.82521619986554,3.26597757878279
"Nov 2029",2.04559999305784,0.812132241315182,3.2790677448005
"Dec 2029",2.04560318934811,0.799185788345221,3.29202059035101
