"","Point.Forecast","Lo.95","Hi.95"
"Jan 2024",40.8807938515633,14.073491563945,67.6880961391815
"Feb 2024",32.9366926959168,3.27995199770912,62.5934333941244
"Mar 2024",33.4893903070016,3.77585816936496,63.2029224446383
"Apr 2024",32.9366927372106,3.16647749857565,62.7069079758456
"May 2024",33.9918392199787,4.16504860074403,63.8186298392133
"Jun 2024",33.8411040741301,3.95784518300323,63.7243629652569
"Jul 2024",33.2180670822004,3.27844642165741,63.1576877427435
"Aug 2024",32.9366925391045,2.94081601177855,62.9325690664304
"Sep 2024",43.6449768246046,13.5929497379375,73.6970039112717
"Oct 2024",59.1257167305657,29.0176438030442,89.2337896580872
"Nov 2024",47.7122302935315,17.5482156600545,77.8762449270086
"Dec 2024",60.4624530071171,30.2426002239661,90.6823057902682
"Jan 2025",31.8837736569382,1.60818570754198,62.1593616063344
"Feb 2025",31.883773178887,1.55255247883947,62.2149938789346
"Mar 2025",31.8837731942542,1.49702159678096,62.2705247917274
"Apr 2025",31.8837732114844,1.44159201262004,62.3259544103487
"May 2025",31.8837732754812,1.38626321861726,62.3812833323452
"Jun 2025",32.1550967151299,1.6023579963708,62.707835433889
"Jul 2025",32.2153908647903,1.607523137753,62.8232585918276
"Aug 2025",34.0977959838344,3.43489836518633,64.7606936024824
"Sep 2025",41.8685928281388,11.1507639013417,72.586421754936
"Oct 2025",53.8833957824226,23.1107336031185,84.6560579617267
"Nov 2025",43.7813605651025,12.9539626657015,74.6087584645034
"Dec 2025",68.0457773602546,37.1637407547632,98.9278139657461
"Jan 2026",38.0957214175974,7.15914260571487,69.03230022948
"Feb 2026",38.3971914221737,7.40616639414585,69.3882164502016
"Mar 2026",38.547926697035,7.50255093828882,69.5933024557813
"Apr 2026",38.397191524666,7.29756001978793,69.496823029544
"May 2026",38.4373901106695,7.28359734791835,69.5911828734206
"Jun 2026",76.393576440773,45.1857164167195,107.601436464826
"Jul 2026",76.2830394580974,45.0212056814497,107.544873234745
"Aug 2026",49.9732122608507,18.6574977568091,81.2889267648923
"Sep 2026",49.5874702432739,18.21796755783,80.9569729287179
"Oct 2026",64.2855841130472,32.8623853167629,95.7087829093314
"Nov 2026",50.4151514619032,18.938348154347,81.8919547694594
"Dec 2026",38.3971917651196,6.86687507850896,69.9275084517302
"Jan 2027",40.6357079963533,9.05196859983668,72.2194473928699
"Feb 2027",40.6055610514893,8.96848915478963,72.2426329481889
"Mar 2027",40.7864433575027,9.09612871488699,72.4767580001185
"Apr 2027",37.8288598347502,6.08539174875757,69.5723279207429
"May 2027",37.0751841462181,5.27865147184377,68.8717168205923
"Jun 2027",62.0631305159828,30.213621663955,93.9126393680106
"Jul 2027",69.6804956636392,37.7780986041016,101.582892723177
"Aug 2027",44.3780402625386,12.4228425290706,76.3332379960066
"Sep 2027",37.6904761299112,5.68256482264182,69.6983874371806
"Oct 2027",40.6960023592733,8.63546414885515,72.7565405696915
"Nov 2027",45.5092157962618,13.3961369272401,77.6222946652835
"Dec 2027",48.8085317718599,16.6429980664081,80.9740654773117
