"","Point.Forecast","Lo.95","Hi.95"
"Apr 2026",34.1665999989965,30.7081561022369,37.625043895756
"May 2026",34.1665999989965,28.8114941685495,39.5217058294434
"Jun 2026",34.1665999989965,27.4291314296048,40.9040685683881
"Jul 2026",34.1665999989965,26.2856224586279,42.047577539365
"Aug 2026",34.1665999989965,25.2881918500068,43.0450081479862
"Sep 2026",34.1665999989965,24.3920178837191,43.9411821142738
"Oct 2026",34.1665999989965,23.5713756126725,44.7618243853204
"Nov 2026",34.1665999989964,22.8098793427151,45.5233206552778
"Dec 2026",34.1665999989964,22.0963295656938,46.2368704322991
"Jan 2027",34.1665999989964,21.422669969319,46.9105300286738
"Feb 2027",34.1665999989964,20.7828756716813,47.5503243263116
"Mar 2027",34.1665999989964,20.1723011191733,48.1608988788196
"Apr 2027",34.6665999989964,20.0872747263347,49.2459252716582
"May 2027",34.6665999989964,19.524834921096,49.8083650768969
"Jun 2027",34.6665999989964,18.9825516076346,50.3506483903583
"Jul 2027",34.6665999989965,18.4584015114768,50.8747984865161
"Aug 2027",34.6665999989965,17.950678771643,51.3825212263499
"Sep 2027",34.6665999989965,17.457929313922,51.8752706840709
"Oct 2027",34.6665999989965,16.9789017028474,52.3542982951455
"Nov 2027",34.6665999989965,16.5125096807281,52.8206903172648
"Dec 2027",34.6665999989964,16.0578031665277,53.2753968314652
"Jan 2028",34.6665999989964,15.6139454904941,53.7192545074987
"Feb 2028",34.6665999989964,15.1801953001146,54.1530046978783
"Mar 2028",34.6665999989965,14.7558920166856,54.5773079813074
