"","Point.Forecast","Lo.95","Hi.95"
"Jul 2026",59.9722272922052,59.0344030027574,60.9100515816531
"Aug 2026",60.1895598272132,58.8632759979531,61.5158436564732
"Sep 2026",60.1895598272132,58.5652005093173,61.813919145109
"Oct 2026",60.1895598272132,58.3139112483175,62.0652084061089
"Nov 2026",60.1717065495559,58.0746676874,62.2687454117117
"Dec 2026",60.1717065495559,57.8745155720204,62.4688975270913
"Jan 2027",60.1717107573665,57.6904609164066,62.6529605983265
"Feb 2027",60.1717107573665,57.5210000638553,62.8224214508777
"Mar 2027",60.1717107573665,57.3617403681764,62.9816811465566
"Apr 2027",60.1717107573665,57.2110351595416,63.1323863551914
"May 2027",60.2563637507499,57.1522911995703,63.3604363019295
"Jun 2027",60.2218978993736,56.980766490372,63.4630293083753
"Jul 2027",63.0120421456608,59.6394171712755,66.3846671200462
"Aug 2027",62.9760955333283,59.4769148256084,66.4752762410481
"Sep 2027",62.9760955333283,59.3547791935549,66.5974118731016
"Oct 2027",62.9760955333283,59.2366305394903,66.7155605271663
"Nov 2027",62.9613121693415,59.1073188056251,66.815305533058
"Dec 2027",62.9613121693415,58.9960970106142,66.9265273280689
"Jan 2028",62.9401489209957,58.8667476809468,67.0135501610446
"Feb 2028",62.9760955333283,58.7973081410502,67.1548829256064
"Mar 2028",62.9760955333283,58.6945151618657,67.2576759047908
"Apr 2028",62.9760955333283,58.5941328583704,67.3580582082861
"May 2028",62.9401489209957,58.4600525724609,67.4202452695305
"Jun 2028",62.9401489209957,58.3640228628997,67.5162749790917
