"","Point.Forecast","Lo.95","Hi.95"
"Jan 2026",91.8080694575655,-25.9904632335255,209.606602148657
"Feb 2026",104.150445633615,-17.9953828760402,226.296274143271
"Mar 2026",125.847091705693,3.24207614824773,248.452107263138
"Apr 2026",140.186611349813,17.4907477957777,262.882474903849
"May 2026",138.493088398999,15.7618532951567,261.224323502841
"Jun 2026",161.23734993535,38.4823168280194,283.992383042681
"Jul 2026",150.638516990613,27.8623559386657,273.41467804256
"Aug 2026",146.079829446714,23.2828638120393,268.876795081388
"Sep 2026",179.957486240188,57.1384622679054,302.77651021247
"Oct 2026",152.9684803949,30.121979827235,275.814980962565
"Nov 2026",112.419751466807,-10.4722568808983,235.311759814513
"Dec 2026",216.049266546944,93.1000847613182,338.99844833257
"Jan 2027",110.379290201327,-11.7060191952381,232.464599597893
"Feb 2027",125.41264492458,3.30765108108471,247.517638768076
"Mar 2027",142.96695922397,20.8422841729878,265.091634274953
"Apr 2027",129.071167830912,6.92681476184953,251.215520899974
"May 2027",128.425598747222,6.26157083431681,250.589626660127
"Jun 2027",114.646575518515,-7.53712406833068,236.830275105361
"Jul 2027",141.080336487113,18.8769683933988,263.283704580826
"Aug 2027",157.457972105501,35.2349386707014,279.681005540301
"Sep 2027",174.809707754771,52.567012142887,297.052403366655
"Oct 2027",200.248712591615,77.9863579665089,322.511067216721
"Nov 2027",120.42921760969,-1.85279286361467,242.711228082995
"Dec 2027",159.949480243399,37.6478170987916,282.251143388006
