"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"Jan 2026",0.191409509012633,-4.46126128864881,4.84408030667407,-6.92423643182197,7.30705544984723
"Feb 2026",0.191409509012633,-4.46126128864881,4.84408030667407,-6.92423643182197,7.30705544984723
"Mar 2026",0.191409509012633,-4.46126128864881,4.84408030667407,-6.92423643182197,7.30705544984723
"Apr 2026",2.19140950901263,-2.46126128864881,6.84408030667407,-4.92423643182197,9.30705544984723
"May 2026",2.19140950901263,-2.46126128864881,6.84408030667407,-4.92423643182197,9.30705544984723
"Jun 2026",7.19140950901263,2.53873871135119,11.8440803066741,0.0757635681780346,14.3070554498472
"Jul 2026",5.19140950901263,0.538738711351194,9.84408030667407,-1.92423643182197,12.3070554498472
"Aug 2026",0.191409509012633,-4.46126128864881,4.84408030667407,-6.92423643182197,7.30705544984723
"Sep 2026",2.19140950901263,-2.46126128864881,6.84408030667407,-4.92423643182197,9.30705544984723
"Oct 2026",0.191409509012633,-4.46126128864881,4.84408030667407,-6.92423643182197,7.30705544984723
"Nov 2026",2.19140950901263,-2.46126128864881,6.84408030667407,-4.92423643182197,9.30705544984723
"Dec 2026",3.16640950901263,-1.48626128864881,7.81908030667407,-3.94923643182197,10.2820554498472
"Jan 2027",6.26222915518102,1.60955835751958,10.9148999528425,-0.853416785653577,13.3778750960156
"Feb 2027",1.26222915518102,-3.39044164248042,5.91489995284246,-5.85341678565358,8.37787509601562
"Mar 2027",4.26222915518102,-0.390441642480417,8.91489995284246,-2.85341678565358,11.3778750960156
"Apr 2027",1.26222915518102,-3.39044164248042,5.91489995284246,-5.85341678565358,8.37787509601562
"May 2027",1.26222915518102,-3.39044164248042,5.91489995284246,-5.85341678565358,8.37787509601562
"Jun 2027",1.26222915518102,-3.39044164248042,5.91489995284246,-5.85341678565358,8.37787509601562
"Jul 2027",1.26222915518102,-3.39044164248042,5.91489995284246,-5.85341678565358,8.37787509601562
"Aug 2027",1.26222915518102,-3.39044164248042,5.91489995284246,-5.85341678565358,8.37787509601562
"Sep 2027",1.26222915518102,-3.39044164248042,5.91489995284246,-5.85341678565358,8.37787509601562
"Oct 2027",1.26222915518102,-3.39044164248042,5.91489995284246,-5.85341678565358,8.37787509601562
"Nov 2027",1.26222915518102,-3.39044164248042,5.91489995284246,-5.85341678565358,8.37787509601562
"Dec 2027",3.26222915518102,-1.39044164248042,7.91489995284246,-3.85341678565358,10.3778750960156
