"","Point.Forecast","Lo.95","Hi.95"
"Apr 2026",8.9003626699873,3.2566037200483,14.5441216199263
"May 2026",10.2654082913409,4.18542972180238,16.3453868608793
"Jun 2026",12.4926048672406,6.41262629770217,18.5725834367791
"Jul 2026",13.4882151488369,7.40823657929841,19.5681937183754
"Aug 2026",12.721847945743,6.64186937620452,18.8018265152815
"Sep 2026",13.0284595405598,6.94848097102135,19.1084381100983
"Oct 2026",12.3457480021464,6.26576943260795,18.4257265716849
"Nov 2026",8.95464451312909,2.87466594359061,15.0346230826676
"Dec 2026",0.653717991347241,-5.42618181348583,6.73361779618031
"Jan 2027",0.660354092755173,-5.41905512218876,6.73976330769911
"Feb 2027",0.660354095451599,-5.41905511943773,6.73976331034092
"Mar 2027",0.660354053053326,-5.419055161836,6.73976326794265
"Apr 2027",9.14840464391307,2.99576937964013,15.301039908186
"May 2027",10.383564761213,4.21925344641021,16.5478760760158
"Jun 2027",12.6107613371128,6.44645002231,18.7750726519156
"Jul 2027",13.606371618709,7.44206030390623,19.7706829335119
"Aug 2027",12.8400044156152,6.67569310081234,19.004315730418
"Sep 2027",13.146616010432,6.98230469562918,19.3109273252348
"Oct 2027",12.4639044720186,6.29959315721577,18.6282157868214
"Nov 2027",9.07280098300125,2.90848966819843,15.2371122978041
"Dec 2027",0.771874461219403,-5.39235916645631,6.93610808889512
"Jan 2028",0.778510562627335,-5.38523918752509,6.94226031277976
"Feb 2028",0.778510565323761,-5.3852391847748,6.94226031542232
"Mar 2028",0.778510522925488,-5.38523922717308,6.94226027302405
