"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"Jan 2026",20.5036876459642,16.1049860226899,24.9023892692385,13.7764540393385,27.2309212525899
"Feb 2026",20.2092260646381,15.4344732144939,24.9839789147824,12.9068717365188,27.5115803927574
"Mar 2026",20.1592260646381,15.3844732144939,24.9339789147823,12.8568717365188,27.4615803927574
"Apr 2026",21.5759260646381,16.8011732144939,26.3506789147823,14.2735717365188,28.8782803927574
"May 2026",21.5759260646381,16.8011732144939,26.3506789147823,14.2735717365188,28.8782803927574
"Jun 2026",21.5759260646381,16.8011732144939,26.3506789147823,14.2735717365188,28.8782803927574
"Jul 2026",21.5759260646381,16.8011732144939,26.3506789147823,14.2735717365188,28.8782803927574
"Aug 2026",21.5759260646381,16.8011732144939,26.3506789147823,14.2735717365188,28.8782803927574
"Sep 2026",21.5759260646381,16.8011732144939,26.3506789147823,14.2735717365188,28.8782803927574
"Oct 2026",21.5759260646381,16.8011732144939,26.3506789147823,14.2735717365188,28.8782803927574
"Nov 2026",21.5759260646381,16.8011732144939,26.3506789147823,14.2735717365188,28.8782803927574
"Dec 2026",21.5759260646381,16.8011732144939,26.3506789147823,14.2735717365188,28.8782803927574
"Jan 2027",20.8797137106023,14.387653887206,27.3717735339986,10.9509650114199,30.8084624097848
"Feb 2027",20.5852521292762,13.8327318916227,27.3377723669298,10.2581636011961,30.9123406573564
"Mar 2027",20.5352521292762,13.7827318916227,27.2877723669298,10.2081636011961,30.8623406573564
"Apr 2027",21.9519521292762,15.1994318916227,28.7044723669298,11.6248636011961,32.2790406573564
"May 2027",21.9519521292762,15.1994318916227,28.7044723669298,11.6248636011961,32.2790406573564
"Jun 2027",21.9519521292762,15.1994318916227,28.7044723669298,11.6248636011961,32.2790406573564
"Jul 2027",21.9519521292762,15.1994318916227,28.7044723669298,11.6248636011961,32.2790406573564
"Aug 2027",21.9519521292762,15.1994318916227,28.7044723669298,11.6248636011961,32.2790406573564
"Sep 2027",21.9519521292762,15.1994318916227,28.7044723669298,11.6248636011961,32.2790406573564
"Oct 2027",21.9519521292762,15.1994318916227,28.7044723669298,11.6248636011961,32.2790406573564
"Nov 2027",21.9519521292762,15.1994318916227,28.7044723669298,11.6248636011961,32.2790406573564
"Dec 2027",21.9519521292762,15.1994318916227,28.7044723669298,11.6248636011961,32.2790406573564
