"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"Jul 2026",31.0612610581597,26.2972579584596,35.8252641578598,23.775347054628,38.3471750616914
"Aug 2026",40.1346726695177,35.3208237832676,44.9485215557678,32.7725261139408,47.4968192250947
"Sep 2026",47.4493124371142,42.5861286378577,52.3124962363706,40.0117146431535,54.8869102310748
"Oct 2026",46.6966887840464,41.7846655521134,51.6087120159795,39.1843975234747,54.2089800446182
"Nov 2026",44.2138253978881,39.2534435782346,49.1742072175416,36.6275760596052,51.800074736171
"Dec 2026",30.8085412611084,25.8002677699292,35.8168147522876,23.1490479318122,38.4680345904045
"Jan 2027",-0.92943066313418,-5.9851421786528,4.12628085238444,-8.66147418994305,6.80261286367469
"Feb 2027",-0.696984468655852,-5.79969301352168,4.40572407620998,-8.50090374933793,7.10693481202623
"Mar 2027",-0.487063359031353,-5.63634001304267,4.66221329497997,-8.36220241674558,7.38807569868287
"Apr 2027",-0.300555991415369,-5.49598336798847,4.89487138515773,-8.24627648846727,7.64516450563654
"May 2027",-0.137660972080734,-5.378832710437,5.10351076627553,-8.15334143328959,7.87801948912812
"Jun 2027",0.00185857935795042,-7.07473570138025,7.07845286009615,-10.8208584273939,10.8245755861098
"Jul 2027",31.0612610581597,23.9510147769205,38.1715073393989,20.1870777579219,41.9354443583974
"Aug 2027",40.1346726695177,32.9909329104297,47.2784124286058,29.2092655152692,51.0600798237662
"Sep 2027",47.4493124371142,40.2722355034821,54.6263893707463,36.4729204741311,58.4257044000972
"Oct 2027",46.6966887840464,39.4864288111347,53.9069487569582,35.6695477418735,57.7238298262193
"Nov 2027",44.2138253978881,36.9705344025827,51.4571163931935,33.1361677662898,55.2914830294864
"Dec 2027",30.8085412611084,23.5323691900004,38.0847133322164,19.6805963636062,41.9364861586105
"Jan 2028",-0.92943066313418,-8.23833588717911,6.37947456091075,-12.1074365980395,10.2485752717711
"Feb 2028",-0.696984468655852,-8.03847690138167,6.64450796406997,-11.9248282384859,10.5308593011742
"Mar 2028",-0.487063359031353,-7.86099899107139,6.88687227300868,-11.7645247204658,10.7903980024031
"Apr 2028",-0.300555991415369,-7.70679270591275,7.10568072308201,-11.6274175954777,11.026305612647
"May 2028",-0.137660972080734,-7.57605850359706,7.30073655943559,-11.5137083012947,11.2383863571332
"Jun 2028",0.00185857935795042,-8.82639511319644,8.83011227191234,-13.499790319519,13.5035074782349
