"","Point.Forecast","Lo.90","Hi.90"
"Jan 2023",8.33299999999999,7.15461352048707,9.51138647951292
"Feb 2023",8.333,6.66650983919998,9.99949016080001
"Mar 2023",8.333,6.29197468659109,10.3740253134089
"Apr 2023",8.333,5.97622691547628,10.6897730845237
"May 2023",8.333,5.69804754985283,10.9679524501472
"Jun 2023",8.333,5.44655418264933,11.2194458173507
"Jul 2023",8.33299999999999,5.21528216494234,11.4507178350576
"Aug 2023",8.33299999999999,5.00001942083786,11.6659805791621
"Sep 2023",8.33299999999999,4.79784023225811,11.8681597677419
"Oct 2023",8.33299999999999,4.60661440191538,12.0593855980846
"Nov 2023",8.33299999999999,4.42473380281266,12.2412661971873
"Dec 2023",8.33299999999999,4.25094908038994,12.41505091961
"Jan 2024",9.49999999999999,5.25126668845373,13.7487333115462
"Feb 2024",9.49999999999999,5.09088106364941,13.9091189363506
"Mar 2024",9.49999999999999,4.93612830622132,14.0638716937787
"Apr 2024",9.49999999999999,4.78645357724663,14.2135464227534
"May 2024",9.49999999999999,4.64138755181813,14.3586124481819
"Jun 2024",9.49999999999999,4.50052903157414,14.4994709684258
"Jul 2024",9.49999999999999,4.36353185484878,14.6364681451512
"Aug 2024",9.49999999999999,4.23009487292605,14.7699051270739
"Sep 2024",9.49999999999999,4.09995415844685,14.9000458415531
"Oct 2024",9.49999999999999,3.97287686647856,15.0271231335214
"Nov 2024",9.49999999999999,3.84865633895137,15.1513436610486
"Dec 2024",9.49999999999999,3.72710815816571,15.2728918418343
"Jan 2025",8.33299999999999,2.44106693352428,14.2249330664757
"Feb 2025",8.33299999999999,2.32438366159871,14.3416163384013
"Mar 2025",8.33299999999999,2.20992353923489,14.4560764607651
"Apr 2025",8.33299999999999,2.09756413819784,14.5684358618021
"May 2025",8.33299999999999,1.98719387083712,14.6788061291629
"Jun 2025",8.33299999999999,1.8787106920131,14.7872893079869
"Jul 2025",8.33299999999999,1.77202099428243,14.8939790057176
"Aug 2025",8.33299999999999,1.66703866229788,14.9989613377021
"Sep 2025",8.33299999999999,1.56368425924656,15.1023157407534
"Oct 2025",8.33299999999999,1.46188432346791,15.2041156765321
"Nov 2025",8.33299999999999,1.36157075754492,15.3044292424551
"Dec 2025",8.33299999999999,1.26268029543002,15.40331970457
"Jan 2026",8.16659999999999,0.998754035757791,15.3344459642422
"Feb 2026",8.16659999999999,0.902537031565873,15.4306629684341
"Mar 2026",8.16659999999999,0.807577928308085,15.5256220716919
"Apr 2026",8.16659999999999,0.713828643388986,15.619371356611
"May 2026",8.16659999999999,0.621244081542983,15.711955918457
"Jun 2026",8.16659999999999,0.529781881276267,15.8034181187237
"Jul 2026",8.16659999999999,0.439402188325976,15.893797811674
"Aug 2026",8.16659999999999,0.350067452699209,15.9831325473008
"Sep 2026",8.16659999999999,0.261742246359814,16.0714577536402
"Oct 2026",8.16659999999999,0.17439309905217,16.1588069009478
"Nov 2026",8.16659999999999,0.0879883501042809,16.2452116498957
"Dec 2026",8.16659999999999,0.00249801434942931,16.3307019856506
