"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"Jan 2023",37.6659641252664,28.8930410427862,46.4388872077466,24.2489360921459,51.0829921583869
"Feb 2023",36.3527777117848,27.5798546293046,45.1257007942651,22.9357496786644,49.7698057449053
"Mar 2023",37.6665137080115,28.8935906255312,46.4394367904917,24.249485674891,51.0835417411319
"Apr 2023",37.1414366798589,28.3685135973787,45.9143597623391,23.7244086467384,50.5584647129794
"May 2023",37.6671401442443,28.894217061764,46.4400632267245,24.2501121111238,51.0841681773647
"Jun 2023",37.6674821835713,28.8945591010911,46.4404052660515,24.2504541504508,51.0845102166918
"Jul 2023",42.8712450263068,34.0983219438266,51.644168108787,29.4542169931863,56.2882730594273
"Aug 2023",37.6682239071768,28.8953008246965,46.441146989657,24.2511958740563,51.0852519402973
"Sep 2023",36.3551719941571,27.5822489116768,45.1280950766373,22.9381439610366,49.7722000272776
"Oct 2023",38.3692893568236,29.5963662743433,47.1422124393038,24.9522613237031,51.786317389944
"Nov 2023",37.6694806134027,28.8965575309224,46.4424036958829,24.2524525802822,51.0865086465231
"Dec 2023",40.8887163166524,32.1157932341722,49.6616393991327,27.471688283532,54.3057443497729
"Jan 2024",37.5495399149859,28.7766168325057,46.3224629974661,24.1325118818654,50.9665679481064
"Feb 2024",37.5500365541437,28.7771134716634,46.3229596366239,24.1330085210232,50.9670645872641
"Mar 2024",37.5505532780399,28.7776301955597,46.3234763605201,24.1335252449194,50.9675813111604
"Apr 2024",44.2848443317729,35.5119212492927,53.0577674142531,30.8678162986524,57.7018723648934
"May 2024",45.7046005700112,36.931677487531,54.4775236524915,32.2875725368908,59.1216286031317
"Jun 2024",37.5522239658698,28.7793008833896,46.3251470483501,24.1351959327493,50.9692519989903
"Jul 2024",44.2652267486143,35.4923036661341,53.0381498310945,30.8481987154938,57.6822547817348
"Aug 2024",37.5534381961844,28.7805151137041,46.3263612786646,24.1364101630639,50.9704662293048
"Sep 2024",36.2779258725189,27.5050027900387,45.0508489549991,22.8608978393984,49.6949539056394
"Oct 2024",37.379124306847,28.6062012243668,46.1520473893272,23.9620962737265,50.7961523399675
"Nov 2024",37.5554102172562,28.7824871347759,46.3283332997364,24.1383821841357,50.9724382503767
"Dec 2024",51.6127248833298,42.8398018008495,60.38564796581,38.1956968502093,65.0297529164502
"Jan 2025",41.0508605239523,32.2895882324567,49.8121328154478,27.6516508380097,54.4500702098948
"Feb 2025",41.0508837771778,32.2896114856822,49.8121560686733,27.6516740912352,54.4500934631203
"Mar 2025",41.050919201847,32.2896469103514,49.8121914933425,27.6517095159044,54.4501288877895
"Apr 2025",41.4337607948283,32.6724885033328,50.1950330863239,28.0345511088858,54.8329704807709
"May 2025",41.0510265657149,32.2897542742194,49.8122988572105,27.6518168797724,54.4502362516575
"Jun 2025",41.4632589323172,32.7019866408217,50.2245312238128,28.0640492463747,54.8624686182598
"Jul 2025",40.6885582572128,31.9272859657172,49.4498305487083,27.2893485712702,54.0877679431553
"Aug 2025",41.0512788989944,32.2900066074989,49.81255119049,27.6520692130519,54.450488584937
"Sep 2025",41.3874448963159,32.6261726048204,50.1487171878115,27.9882352103734,54.7866545822585
"Oct 2025",44.2682315868748,35.5069592953792,53.0295038783703,30.8690219009322,57.6674412728173
"Nov 2025",44.7356466633774,35.9743743718818,53.496918954873,31.3364369774349,58.1348563493199
"Dec 2025",41.0517857515404,32.2905134600448,49.813058043036,27.6525760655979,54.4509954374829
"Jan 2026",42.3893984494219,32.9765579483491,51.8022389504947,27.9937011787602,56.7850957200836
"Feb 2026",42.3896352764513,32.9767947753785,51.8024757775241,27.9939380057896,56.7853325471131
"Mar 2026",42.3898892618411,32.9770487607682,51.8027297629139,27.9941919911793,56.7855865325028
"Apr 2026",42.3901604059978,32.977319904925,51.8030009070706,27.9944631353361,56.7858576766595
"May 2026",42.3904487093222,32.9776082082494,51.803289210395,27.9947514386605,56.7861459799839
"Jun 2026",42.3907541722409,32.9779136711681,51.8035946733138,27.9950569015792,56.7864514429027
"Jul 2026",42.3910767952058,32.978236294133,51.8039172962786,27.995379524544,56.7867740658675
"Aug 2026",42.3914165786937,32.9785760776208,51.8042570797665,27.9957193080319,56.7871138493554
"Sep 2026",42.3917735232073,32.9789330221345,51.8046140242801,27.9960762525455,56.787470793869
"Oct 2026",42.3921476292743,32.9793071282015,51.8049881303471,27.9964503586126,56.7878448999361
"Nov 2026",42.3925388974484,32.9796983963756,51.8053793985212,27.9968416267867,56.7882361681101
"Dec 2026",42.3929473283449,32.9801068272721,51.8057878294177,27.9972500576831,56.7886445990066
